BIO,review,cause,cause_ type,cause_tokenized,review_tokenized,review_tokenized_bert,cause_tokenized_bert,tagged_review_bert,emotion_keywords,emotion_ category,emotion_text,emotion
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']","روايه حلوة اوووي،، عيشتني في حاله غريبة كنت حاسه اني مع ابطال كل قصة عايشة معاهم حاسه بيهم شيفاهم اودامي،، في قصص حسيتها انا اوووي كانها بتتكلم عني عن مشاعري عن ظروف مريت بيها عن خوفي ،، بجد استمتعت","مع ابطال كل قصة عايشة معاهم حاسه بيهم شيفاهم اودامي،، في قصص حسيتها انا اوووي كانها بتتكلم عني عن مشاعري عن ظروف مريت بيها عن خوفي",جملة اسمية مبتدأ  ,"['مع', 'ابطال', 'كل', 'قصة', 'عايشة', 'معاهم', 'حاسه', 'بيهم', 'شيفاهم', 'اودامي،،', 'في', 'قصص', 'حسيتها', 'انا', 'اوووي', 'كانها', 'بتتكلم', 'عني', 'عن', 'مشاعري', 'عن', 'ظروف', 'مريت', 'بيها', 'عن', 'خوفي']","['روايه', 'حلوة', 'اوووي،،', 'عيشتني', 'في', 'حاله', 'غريبة', 'كنت', 'حاسه', 'اني', 'مع', 'ابطال', 'كل', 'قصة', 'عايشة', 'معاهم', 'حاسه', 'بيهم', 'شيفاهم', 'اودامي،،', 'في', 'قصص', 'حسيتها', 'انا', 'اوووي', 'كانها', 'بتتكلم', 'عني', 'عن', 'مشاعري', 'عن', 'ظروف', 'مريت', 'بيها', 'عن', 'خوفي', '،،', 'بجد', 'استمتعت']","['رواي', '##ه', 'حلوة', 'او', '##وو', '##ي', '،', '،', 'عيش', '##تني', 'في', 'حاله', 'غريبة', 'كنت', 'حاس', '##ه', 'اني', 'مع', 'ابطال', 'كل', 'قصة', 'عايشة', 'معا', '##هم', 'حاس', '##ه', 'بيه', '##م', 'شيف', '##اهم', 'اود', '##امي', '،', '،', 'في', 'قصص', 'حس', '##يتها', 'انا', 'او', '##وو', '##ي', 'كانها', 'بت', '##تك', '##لم', 'عني', 'عن', 'مشاعر', '##ي', 'عن', 'ظروف', 'مري', '##ت', 'بيه', '##ا', 'عن', 'خوف', '##ي', '،', '،', 'بجد', 'استمتع', '##ت']","['مع', 'ابطال', 'كل', 'قصة', 'عايشة', 'معا', '##هم', 'حاس', '##ه', 'بيه', '##م', 'شيف', '##اهم', 'اود', '##امي', '،', '،', 'في', 'قصص', 'حس', '##يتها', 'انا', 'او', '##وو', '##ي', 'كانها', 'بت', '##تك', '##لم', 'عني', 'عن', 'مشاعر', '##ي', 'عن', 'ظروف', 'مري', '##ت', 'بيه', '##ا', 'عن', 'خوف', '##ي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","['ابطال ,joy']",3,joy,joy
"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I']",رائع جدا جدا . فندق ممتاز لنقاهااااا . الطله على البحر وراحه للاسترخاء,لنقاهااااا . الطله على البحر وراحه للاسترخاء,جملة اسمية مبتدأ  ,"['لنقاهااااا', '.', 'الطله', 'على', 'البحر', 'وراحه', 'للاسترخاء']","['رائع', 'جدا', 'جدا', '.', 'فندق', 'ممتاز', 'لنقاهااااا', '.', 'الطله', 'على', 'البحر', 'وراحه', 'للاسترخاء']","['رايع', 'جدا', 'جدا', '.', 'فندق', 'ممتاز', 'لنق', '##اها', '##اااا', '.', 'الطل', '##ه', 'على', 'البحر', 'وراح', '##ه', 'للاست', '##رخاء']","['لنق', '##اها', '##اااا', '.', 'الطل', '##ه', 'على', 'البحر', 'وراح', '##ه', 'للاست', '##رخاء']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['رائع ,joy', 'ممتاز ,joy']",3,joy,joy
"['O', 'O', 'B', 'I', 'I', 'I', 'I']",رائع . الاستقبال الرائع والخدمات والواي فاي,الاستقبال الرائع والخدمات والواي فاي,جملة اسمية مبتدأ   و  معطوفات,"['الاستقبال', 'الرائع', 'والخدمات', 'والواي', 'فاي']","['رائع', '.', 'الاستقبال', 'الرائع', 'والخدمات', 'والواي', 'فاي']","['رايع', '.', 'الاستقبال', 'الرايع', 'والخدمات', 'والو', '##اي', 'فاي']","['الاستقبال', 'الرايع', 'والخدمات', 'والو', '##اي', 'فاي']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['رائع ,joy']",3,joy,joy
"['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",موقع قريب ومناسب للافراد والعوائل . تقريبا كل شيئ,موقع قريب ومناسب للافراد والعوائل . تقريبا كل شيئ,جملة اسمية مبتدأ   و  معطوفات,"['موقع', 'قريب', 'ومناسب', 'للافراد', 'والعوائل', '.', 'تقريبا', 'كل', 'شيئ']","['موقع', 'قريب', 'ومناسب', 'للافراد', 'والعوائل', '.', 'تقريبا', 'كل', 'شيئ']","['موقع', 'قريب', 'ومنا', '##سب', 'للافراد', 'والع', '##وايل', '.', 'تقريبا', 'كل', 'شيي']","['موقع', 'قريب', 'ومنا', '##سب', 'للافراد', 'والع', '##وايل', '.', 'تقريبا', 'كل', 'شيي']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",['قريب'],3,joy,joy
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I']",موقع ممتاز . الموقع ممتاز و السعر مقبول,الموقع ممتاز و السعر مقبول,جملة اسمية مبتدأ   و  معطوفات,"['الموقع', 'ممتاز', 'و', 'السعر', 'مقبول']","['موقع', 'ممتاز', '.', 'الموقع', 'ممتاز', 'و', 'السعر', 'مقبول']","['موقع', 'ممتاز', '.', 'الموقع', 'ممتاز', 'و', 'السعر', 'مقبول']","['الموقع', 'ممتاز', 'و', 'السعر', 'مقبول']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I']","['ممتاز ,joy', 'ممتاز ,joy', 'مقبول ,joy']",3,joy,joy
"['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",كتاب روحاني جميل من كاتب فهم معنى أن يتدبر الإنسان القرآن ف يصبح أسلوبا للحياة . و حتما لا تكفيه قراءة واحدة,كتاب روحاني جميل,جملة اسمية مبتدأ  ,"['كتاب', 'روحاني', 'جميل']","['كتاب', 'روحاني', 'جميل', 'من', 'كاتب', 'فهم', 'معنى', 'أن', 'يتدبر', 'الإنسان', 'القرآن', 'ف', 'يصبح', 'أسلوبا', 'للحياة', '.', 'و', 'حتما', 'لا', 'تكفيه', 'قراءة', 'واحدة']","['كتاب', 'روحاني', 'جميل', 'من', 'كاتب', 'فهم', 'معنى', 'ان', 'يتد', '##بر', 'الانسان', 'القران', 'ف', 'يصبح', 'اسلوب', '##ا', 'للحياة', '.', 'و', 'حتما', 'لا', 'تكفي', '##ه', 'قراءة', 'واحدة']","['كتاب', 'روحاني', 'جميل']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['جميل ,joy']",3,joy,joy
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",شكرا جزيلا لحسن الضيافه . حسن الاستقبال والتعامل مع الموظفين ونظافة الفندق,لحسن الضيافه . حسن الاستقبال والتعامل مع الموظفين ونظافة الفندق,شبه جملة جار و مجرور  / جملة اسمية مبتدأ   و  معطوفات,"['لحسن', 'الضيافه', '.', 'حسن', 'الاستقبال', 'والتعامل', 'مع', 'الموظفين', 'ونظافة', 'الفندق']","['شكرا', 'جزيلا', 'لحسن', 'الضيافه', '.', 'حسن', 'الاستقبال', 'والتعامل', 'مع', 'الموظفين', 'ونظافة', 'الفندق']","['شكرا', 'جزي', '##لا', 'لحسن', 'الض', '##ياف', '##ه', '.', 'حسن', 'الاستقبال', 'والتعامل', 'مع', 'الموظفين', 'ونظ', '##افة', 'الفندق']","['لحسن', 'الض', '##ياف', '##ه', '.', 'حسن', 'الاستقبال', 'والتعامل', 'مع', 'الموظفين', 'ونظ', '##افة', 'الفندق']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",['حسن'],3,joy,joy
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","فندق رائع . الاستقبال ، الامانه ، النظاااافة، الموقع ، اخلاق العاملين عالية","الاستقبال ، الامانه ، النظاااافة، الموقع ، اخلاق العاملين عالية",جملة اسمية ,"['الاستقبال', '،', 'الامانه', '،', 'النظاااافة،', 'الموقع', '،', 'اخلاق', 'العاملين', 'عالية']","['فندق', 'رائع', '.', 'الاستقبال', '،', 'الامانه', '،', 'النظاااافة،', 'الموقع', '،', 'اخلاق', 'العاملين', 'عالية']","['فندق', 'رايع', '.', 'الاستقبال', '،', 'الامان', '##ه', '،', 'النظ', '##اااا', '##فة', '،', 'الموقع', '،', 'اخلاق', 'العاملين', 'عالية']","['الاستقبال', '،', 'الامان', '##ه', '،', 'النظ', '##اااا', '##فة', '،', 'الموقع', '،', 'اخلاق', 'العاملين', 'عالية']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['رائع ,joy']",3,joy,joy
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']",استثنائي . جميع مافي الفندق كان رائع وممتاز,جميع مافي الفندق كان رائع وممتاز,جملة اسمية ,"['جميع', 'مافي', 'الفندق', 'كان', 'رائع', 'وممتاز']","['استثنائي', '.', 'جميع', 'مافي', 'الفندق', 'كان', 'رائع', 'وممتاز']","['استثنايي', '.', 'جميع', 'مافي', 'الفندق', 'كان', 'رايع', 'وممت', '##از']","['جميع', 'مافي', 'الفندق', 'كان', 'رايع', 'وممت', '##از']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I']","['استثنائي ,surprise', 'رائع ,joy']",3,joy,joy
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",استثنائي . الأستقبال ممتاز وتعامل الأخ مصطفى والأخ عادل راقي جدا,الأستقبال ممتاز وتعامل الأخ مصطفى والأخ عادل راقي جدا,جملة اسمية مبتدأ   و  معطوفات,"['الأستقبال', 'ممتاز', 'وتعامل', 'الأخ', 'مصطفى', 'والأخ', 'عادل', 'راقي', 'جدا']","['استثنائي', '.', 'الأستقبال', 'ممتاز', 'وتعامل', 'الأخ', 'مصطفى', 'والأخ', 'عادل', 'راقي', 'جدا']","['استثنايي', '.', 'الاستقبال', 'ممتاز', 'وتعامل', 'الاخ', 'مصطفى', 'والاخ', 'عادل', 'راقي', 'جدا']","['الاستقبال', 'ممتاز', 'وتعامل', 'الاخ', 'مصطفى', 'والاخ', 'عادل', 'راقي', 'جدا']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['استثنائي ,surprise', 'ممتاز ,joy']",3,joy,joy
"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']",كنت اتمنى ان ارى الدكتور مصطفى محمود يعيش حتى الان واسمع ارائه حول كل شىء يحدث هذه الايام . استمتعت جدا بجزء التوازن العظيم وطريقة تشبيه المسيخ الدجال بالتقدم المادى . مستعد الان لقرائة حوار مع صديقى الملحد لما فيه من تكمله لهذا الموضوع الرائع . مصطفى محمود ..... ستظل دائما معلمى الاكبر,بجزء التوازن العظيم وطريقة تشبيه المسيخ الدجال بالتقدم المادى.لما فيه من تكمله لهذا الموضوع الرائع . مصطفى محمود .....,شبه جملة جار و مجرور - شبه جملة جار و مجرور- جملة اسمية  مبتدأ ,"['بجزء', 'التوازن', 'العظيم', 'وطريقة', 'تشبيه', 'المسيخ', 'الدجال', 'بالتقدم', 'المادى.لما', 'فيه', 'من', 'تكمله', 'لهذا', 'الموضوع', 'الرائع', '.', 'مصطفى', 'محمود', '.....']","['كنت', 'اتمنى', 'ان', 'ارى', 'الدكتور', 'مصطفى', 'محمود', 'يعيش', 'حتى', 'الان', 'واسمع', 'ارائه', 'حول', 'كل', 'شىء', 'يحدث', 'هذه', 'الايام', '.', 'استمتعت', 'جدا', 'بجزء', 'التوازن', 'العظيم', 'وطريقة', 'تشبيه', 'المسيخ', 'الدجال', 'بالتقدم', 'المادى', '.', 'مستعد', 'الان', 'لقرائة', 'حوار', 'مع', 'صديقى', 'الملحد', 'لما', 'فيه', 'من', 'تكمله', 'لهذا', 'الموضوع', 'الرائع', '.', 'مصطفى', 'محمود', '.....', 'ستظل', 'دائما', 'معلمى', 'الاكبر']","['كنت', 'اتمنى', 'ان', 'ارى', 'الدكتور', 'مصطفى', 'محمود', 'يعيش', 'حتى', 'الان', 'واسم', '##ع', 'ارا', '##يه', 'حول', 'كل', 'شىء', 'يحدث', 'هذه', 'الايام', '.', 'استمتع', '##ت', 'جدا', 'بج', '##ز', '##ء', 'التوازن', 'العظيم', 'وطريقة', 'تش', '##بيه', 'المسي', '##خ', 'الدجال', 'بالتق', '##دم', 'الماد', '##ى', '.', 'مستعد', 'الان', 'لق', '##راي', '##ة', 'حوار', 'مع', 'صديق', '##ى', 'الملح', '##د', 'لما', 'فيه', 'من', 'تكمل', '##ه', 'لهذا', 'الموضوع', 'الرايع', '.', 'مصطفى', 'محمود', '.', '.', '.', '.', '.', 'ست', '##ظل', 'دايما', 'معلم', '##ى', 'الاكبر']","['بج', '##ز', '##ء', 'التوازن', 'العظيم', 'وطريقة', 'تش', '##بيه', 'المسي', '##خ', 'الدجال', 'بالتق', '##دم', 'الماد', '##ى', '.', 'لما', 'فيه', 'من', 'تكمل', '##ه', 'لهذا', 'الموضوع', 'الرايع', '.', 'مصطفى', 'محمود', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",['استمتعت'],3,joy,joy
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",لا أستطيع إلى أن أبحث عن روايه جديده تضاهي ما كتبته أحلام من روعة . و لأني لن أجد كلمات من الممكن أن تضعني بسهولة في مثل هذه الحالة الخياليه من الانبهار أمام أحداث الرواية لا يسعني إلى أن أنتظر كلمات أحلام القادمة,ما كتبته أحلام من روعة . أحداث الرواية,جملة فعلية مفعول به - شبه جملة ظرفية  ( أمام ),"['ما', 'كتبته', 'أحلام','من', 'روعة', '.', 'أحداث', 'الرواية']","['لا', 'أستطيع', 'إلى', 'أن', 'أبحث', 'عن', 'روايه', 'جديده', 'تضاهي', 'ما', 'كتبته', 'أحلام', 'من', 'روعة', '.', 'و', 'لأني', 'لن', 'أجد', 'كلمات', 'من', 'الممكن', 'أن', 'تضعني', 'بسهولة', 'في', 'مثل', 'هذه', 'الحالة', 'الخياليه', 'من', 'الانبهار', 'أمام', 'أحداث', 'الرواية', 'لا', 'يسعني', 'إلى', 'أن', 'أنتظر', 'كلمات', 'أحلام', 'القادمة']","['لا', 'استطيع', 'الى', 'ان', 'ابحث', 'عن', 'رواي', '##ه', 'جديده', 'تض', '##اهي', 'ما', 'كتبت', '##ه', 'احلام', 'من', 'روعة', '.', 'و', 'لاني', 'لن', 'اجد', 'كلمات', 'من', 'الممكن', 'ان', 'تضع', '##ني', 'بسهولة', 'في', 'مثل', 'هذه', 'الحالة', 'الخيال', '##يه', 'من', 'الان', '##بها', '##ر', 'امام', 'احداث', 'الرواية', 'لا', 'يس', '##عني', 'الى', 'ان', 'انتظر', 'كلمات', 'احلام', 'القادمة']","['ما', 'كتبت', '##ه', 'احلام', 'من', 'روعة', '.', 'احداث', 'الرواية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['روعة ,joy']",3,joy,joy
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","جميل ! فندق نظيف في مركز المدينة الفندق من فئة الثلاثة نجوم ، نظافة الغرف ، الخدمة المتميزة ، من اسرع الفنادق التي زرتها في إجراءات تسجيل الدخول والخروج ، طاقم الإستفبال ودود ، الموقع المتميز في مركز المدينة ، محاطا بالمطاعم والمقاهي والمحلات التجارية ، بالقرب من ساحة أتاتورك ، وشارع اوزون للمشاة وبه كثير من المطاعم والمحلات التجارية","نظافة الغرف ، الخدمة المتميزة ، من اسرع الفنادق التي زرتها في إجراءات تسجيل الدخول والخروج ، طاقم الإستفبال ودود ، الموقع المتميز في مركز المدينة ، محاطا بالمطاعم والمقاهي والمحلات التجارية ، بالقرب من ساحة أتاتورك ، وشارع اوزون للمشاة وبه كثير من المطاعم والمحلات التجارية",جملة اسمية مبتدأ  - جملة اسمية مبتدأ  -  شبه جملة جار و مجرور,"['نظافة', 'الغرف', '،', 'الخدمة', 'المتميزة', '،', 'من', 'اسرع', 'الفنادق', 'التي', 'زرتها', 'في', 'إجراءات', 'تسجيل', 'الدخول', 'والخروج', '،', 'طاقم', 'الإستفبال', 'ودود', '،', 'الموقع', 'المتميز', 'في', 'مركز', 'المدينة', '،', 'محاطا', 'بالمطاعم', 'والمقاهي', 'والمحلات', 'التجارية', '،', 'بالقرب', 'من', 'ساحة', 'أتاتورك', '،', 'وشارع', 'اوزون', 'للمشاة', 'وبه', 'كثير', 'من', 'المطاعم', 'والمحلات', 'التجارية']","['جميل', '!', 'فندق', 'نظيف', 'في', 'مركز', 'المدينة', 'الفندق', 'من', 'فئة', 'الثلاثة', 'نجوم', '،', 'نظافة', 'الغرف', '،', 'الخدمة', 'المتميزة', '،', 'من', 'اسرع', 'الفنادق', 'التي', 'زرتها', 'في', 'إجراءات', 'تسجيل', 'الدخول', 'والخروج', '،', 'طاقم', 'الإستفبال', 'ودود', '،', 'الموقع', 'المتميز', 'في', 'مركز', 'المدينة', '،', 'محاطا', 'بالمطاعم', 'والمقاهي', 'والمحلات', 'التجارية', '،', 'بالقرب', 'من', 'ساحة', 'أتاتورك', '،', 'وشارع', 'اوزون', 'للمشاة', 'وبه', 'كثير', 'من', 'المطاعم', 'والمحلات', 'التجارية']","['جميل', '!', 'فندق', 'نظيف', 'في', 'مركز', 'المدينة', 'الفندق', 'من', 'فية', 'الثلاثة', 'نجوم', '،', 'نظافة', 'الغرف', '،', 'الخدمة', 'المتميزة', '،', 'من', 'اسرع', 'الفنادق', 'التي', 'زر', '##تها', 'في', 'اجراءات', 'تسجيل', 'الدخول', 'والخروج', '،', 'طاقم', 'الاستف', '##بال', 'ودود', '،', 'الموقع', 'المتميز', 'في', 'مركز', 'المدينة', '،', 'مح', '##اطا', 'بالم', '##طاع', '##م', 'والمق', '##اهي', 'والمح', '##لات', 'التجارية', '،', 'بالقرب', 'من', 'ساحة', 'اتاتورك', '،', 'وش', '##ارع', 'اوز', '##ون', 'للمش', '##اة', 'وبه', 'كثير', 'من', 'المطاعم', 'والمح', '##لات', 'التجارية']","['نظافة', 'الغرف', '،', 'الخدمة', 'المتميزة', '،', 'من', 'اسرع', 'الفنادق', 'التي', 'زر', '##تها', 'في', 'اجراءات', 'تسجيل', 'الدخول', 'والخروج', '،', 'طاقم', 'الاستف', '##بال', 'ودود', '،', 'الموقع', 'المتميز', 'في', 'مركز', 'المدينة', '،', 'مح', '##اطا', 'بالم', '##طاع', '##م', 'والمق', '##اهي', 'والمح', '##لات', 'التجارية', '،', 'بالقرب', 'من', 'ساحة', 'اتاتورك', '،', 'وش', '##ارع', 'اوز', '##ون', 'للمش', '##اة', 'وبه', 'كثير', 'من', 'المطاعم', 'والمح', '##لات', 'التجارية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['جميل ,joy', 'ودود ,joy']",3,joy,joy
